evaluation_id,category,score,model_version,date
1072,knowledge,91.56,gpt-4-turbo,2026-01-09
1073,knowledge,24.09,gpt-4-turbo,2026-01-09
1074,knowledge,88.21,claude-3-opus,2026-01-09
1075,knowledge,83.29,claude-3-opus,2026-01-09
1076,knowledge,42.0,claude-3-opus,2026-01-09
1077,knowledge,88.35,gpt-4,2026-01-09
1078,knowledge,72.44,gpt-4,2026-01-09
1079,code,70.27,gpt-3.5-turbo,2026-01-09
1080,code,63.33,gpt-3.5-turbo,2026-01-09
1081,code,48.24,gpt-4,2026-01-09
1082,code,29.73,claude-3-opus,2026-01-09
1083,code,60.46,claude-3-opus,2026-01-09
1084,code,70.79,claude-3-opus,2026-01-09
1085,code,81.55,claude-3-opus,2026-01-09
1086,code,27.84,gpt-4-turbo,2026-01-09
1087,code,55.17,gpt-4-turbo,2026-01-09
1088,code,60.34,gpt-3.5-turbo,2026-01-09
1089,instruction_following,65.92,gpt-3.5-turbo,2026-01-09
1090,instruction_following,90.81,gpt-4-turbo,2026-01-09
1091,instruction_following,83.52,claude-3-opus,2026-01-09
1092,instruction_following,89.49,claude-3-opus,2026-01-09
1093,instruction_following,91.89,gpt-3.5-turbo,2026-01-09
1094,tool_calling,38.75,gpt-4-turbo,2026-01-09
1095,tool_calling,39.85,gpt-3.5-turbo,2026-01-09
1096,tool_calling,71.92,gpt-4,2026-01-09
1097,tool_calling,39.32,gpt-3.5-turbo,2026-01-09
1098,tool_calling,43.47,gpt-3.5-turbo,2026-01-09
1099,reasoning,48.85,gpt-4,2026-01-10
1100,reasoning,16.53,gpt-3.5-turbo,2026-01-10
1101,reasoning,19.67,gpt-4-turbo,2026-01-10
1102,reasoning,77.9,gpt-4,2026-01-10
1103,reasoning,68.3,gpt-4,2026-01-10
1104,reasoning,19.57,claude-3-opus,2026-01-10
1105,reasoning,73.77,claude-3-opus,2026-01-10
1106,reasoning,26.72,claude-3-opus,2026-01-10
1107,reasoning,20.78,gpt-3.5-turbo,2026-01-10
1108,reasoning,86.79,claude-3-opus,2026-01-10
1109,reasoning,64.17,gpt-3.5-turbo,2026-01-10
1110,knowledge,64.58,gpt-4,2026-01-10
1111,knowledge,96.62,gpt-4-turbo,2026-01-10
1112,knowledge,40.95,gpt-4-turbo,2026-01-10
1113,knowledge,51.89,gpt-3.5-turbo,2026-01-10
1114,knowledge,73.6,gpt-4,2026-01-10
1115,code,72.99,claude-3-opus,2026-01-10
1116,code,81.93,gpt-4-turbo,2026-01-10
1117,code,47.46,gpt-4,2026-01-10
1118,code,23.39,gpt-4,2026-01-10
1119,code,39.08,gpt-4,2026-01-10
1120,instruction_following,53.88,gpt-4-turbo,2026-01-10
1121,instruction_following,52.11,claude-3-opus,2026-01-10
1122,instruction_following,70.43,gpt-4,2026-01-10
1123,instruction_following,46.37,gpt-3.5-turbo,2026-01-10
1124,instruction_following,67.89,gpt-4-turbo,2026-01-10
1125,instruction_following,66.25,claude-3-opus,2026-01-10
1126,instruction_following,82.77,gpt-4,2026-01-10
1127,instruction_following,71.13,gpt-3.5-turbo,2026-01-10
1128,instruction_following,60.39,gpt-4-turbo,2026-01-10
1129,tool_calling,71.57,gpt-3.5-turbo,2026-01-10
1130,tool_calling,59.8,gpt-4-turbo,2026-01-10
1131,tool_calling,72.01,gpt-4,2026-01-10
1132,tool_calling,55.44,gpt-4,2026-01-10
1133,tool_calling,75.36,claude-3-opus,2026-01-10
1134,tool_calling,88.67,claude-3-opus,2026-01-10
1135,tool_calling,30.6,claude-3-opus,2026-01-10
1136,tool_calling,58.45,gpt-4-turbo,2026-01-10
1137,tool_calling,62.1,gpt-4-turbo,2026-01-10
1138,reasoning,60.62,gpt-4,2026-01-11
1139,reasoning,8.84,gpt-4-turbo,2026-01-11
1140,reasoning,51.69,claude-3-opus,2026-01-11
1141,reasoning,84.82,gpt-4,2026-01-11
1142,reasoning,50.67,gpt-4,2026-01-11
1143,reasoning,91.59,gpt-3.5-turbo,2026-01-11
1144,reasoning,8.02,claude-3-opus,2026-01-11
1145,reasoning,36.66,gpt-3.5-turbo,2026-01-11
1146,reasoning,33.29,gpt-3.5-turbo,2026-01-11
1147,reasoning,54.48,gpt-4-turbo,2026-01-11
1148,knowledge,36.95,gpt-4,2026-01-11
1149,knowledge,51.82,gpt-4-turbo,2026-01-11
1150,knowledge,42.3,gpt-4,2026-01-11
1151,knowledge,87.41,gpt-4,2026-01-11
1152,knowledge,61.55,gpt-3.5-turbo,2026-01-11
1153,knowledge,84.69,gpt-4-turbo,2026-01-11
1154,knowledge,46.87,gpt-3.5-turbo,2026-01-11
1155,knowledge,85.22,gpt-3.5-turbo,2026-01-11
1156,knowledge,85.96,gpt-4,2026-01-11
1157,knowledge,44.2,gpt-4,2026-01-11
1158,knowledge,29.94,claude-3-opus,2026-01-11
1159,knowledge,100.0,gpt-4,2026-01-11
1160,knowledge,21.65,gpt-4,2026-01-11
1161,knowledge,87.23,gpt-4-turbo,2026-01-11
1162,code,15.07,gpt-3.5-turbo,2026-01-11
1163,code,44.21,gpt-3.5-turbo,2026-01-11
1164,code,47.29,claude-3-opus,2026-01-11
1165,code,37.95,gpt-4,2026-01-11
1166,code,20.08,gpt-4-turbo,2026-01-11
1167,code,35.08,gpt-3.5-turbo,2026-01-11
1168,code,1.03,gpt-3.5-turbo,2026-01-11
1169,code,47.06,gpt-4,2026-01-11
1170,code,32.96,claude-3-opus,2026-01-11
1171,code,46.93,gpt-4,2026-01-11
1172,code,49.53,gpt-3.5-turbo,2026-01-11
1173,code,52.48,gpt-4,2026-01-11
1174,instruction_following,94.24,gpt-4,2026-01-11
1175,instruction_following,77.0,claude-3-opus,2026-01-11
1176,instruction_following,91.12,claude-3-opus,2026-01-11
1177,instruction_following,58.02,gpt-3.5-turbo,2026-01-11
1178,instruction_following,89.18,gpt-4-turbo,2026-01-11
1179,instruction_following,83.81,gpt-3.5-turbo,2026-01-11
1180,instruction_following,66.24,claude-3-opus,2026-01-11
1181,instruction_following,43.17,gpt-4-turbo,2026-01-11
1182,instruction_following,52.1,gpt-4,2026-01-11
1183,instruction_following,96.24,claude-3-opus,2026-01-11
1184,instruction_following,79.66,gpt-3.5-turbo,2026-01-11
1185,instruction_following,88.78,gpt-4,2026-01-11
1186,tool_calling,34.04,gpt-4-turbo,2026-01-11
1187,tool_calling,46.03,claude-3-opus,2026-01-11
1188,tool_calling,21.69,claude-3-opus,2026-01-11
1189,tool_calling,79.31,gpt-4,2026-01-11
1190,tool_calling,45.1,gpt-4-turbo,2026-01-11
1191,tool_calling,53.61,gpt-3.5-turbo,2026-01-11
1192,tool_calling,40.39,gpt-4,2026-01-11
1193,tool_calling,78.72,claude-3-opus,2026-01-11
1194,tool_calling,30.79,claude-3-opus,2026-01-11
1195,tool_calling,67.52,gpt-4,2026-01-11
1196,tool_calling,63.48,gpt-4,2026-01-11
1197,tool_calling,33.89,gpt-4-turbo,2026-01-11
1198,tool_calling,47.91,gpt-4,2026-01-11
1199,reasoning,35.07,gpt-4,2026-01-12
1200,reasoning,38.87,claude-3-opus,2026-01-12
1201,reasoning,13.15,gpt-4,2026-01-12
1202,reasoning,50.78,gpt-4,2026-01-12
1203,reasoning,31.63,gpt-3.5-turbo,2026-01-12
1204,reasoning,30.95,gpt-4,2026-01-12
1205,knowledge,48.42,gpt-3.5-turbo,2026-01-12
1206,knowledge,49.53,gpt-4,2026-01-12
1207,knowledge,68.82,gpt-4,2026-01-12
1208,knowledge,39.22,claude-3-opus,2026-01-12
1209,knowledge,35.29,gpt-4-turbo,2026-01-12
1210,knowledge,72.73,gpt-3.5-turbo,2026-01-12
1211,knowledge,76.45,claude-3-opus,2026-01-12
1212,knowledge,42.6,claude-3-opus,2026-01-12
1213,knowledge,15.39,claude-3-opus,2026-01-12
1214,knowledge,85.89,gpt-4,2026-01-12
1215,knowledge,82.85,claude-3-opus,2026-01-12
1216,knowledge,56.2,gpt-4,2026-01-12
1217,knowledge,83.02,gpt-4-turbo,2026-01-12
1218,knowledge,56.94,gpt-3.5-turbo,2026-01-12
1219,knowledge,83.56,claude-3-opus,2026-01-12
1220,code,88.53,claude-3-opus,2026-01-12
1221,code,41.43,gpt-3.5-turbo,2026-01-12
1222,code,29.47,gpt-3.5-turbo,2026-01-12
1223,code,77.75,gpt-4,2026-01-12
1224,code,40.86,claude-3-opus,2026-01-12
1225,instruction_following,83.59,gpt-4-turbo,2026-01-12
1226,instruction_following,95.9,gpt-3.5-turbo,2026-01-12
1227,instruction_following,87.45,gpt-4-turbo,2026-01-12
1228,instruction_following,57.91,gpt-4-turbo,2026-01-12
1229,instruction_following,64.58,claude-3-opus,2026-01-12
1230,instruction_following,55.43,gpt-3.5-turbo,2026-01-12
1231,instruction_following,49.06,gpt-3.5-turbo,2026-01-12
1232,tool_calling,27.97,gpt-4-turbo,2026-01-12
1233,tool_calling,54.47,claude-3-opus,2026-01-12
1234,tool_calling,61.88,claude-3-opus,2026-01-12
1235,tool_calling,90.1,gpt-3.5-turbo,2026-01-12
1236,tool_calling,73.59,gpt-4-turbo,2026-01-12
1237,reasoning,22.74,gpt-3.5-turbo,2026-01-13
1238,reasoning,69.26,gpt-3.5-turbo,2026-01-13
1239,reasoning,5.72,gpt-4,2026-01-13
1240,reasoning,28.63,claude-3-opus,2026-01-13
1241,reasoning,42.9,claude-3-opus,2026-01-13
1242,reasoning,31.86,gpt-4-turbo,2026-01-13
1243,reasoning,67.45,gpt-4,2026-01-13
1244,reasoning,35.83,gpt-4-turbo,2026-01-13
1245,reasoning,14.48,gpt-4-turbo,2026-01-13
1246,reasoning,69.18,gpt-4-turbo,2026-01-13
1247,reasoning,80.84,gpt-3.5-turbo,2026-01-13
1248,reasoning,30.13,gpt-4,2026-01-13
1249,reasoning,2.26,gpt-4,2026-01-13
1250,knowledge,71.89,gpt-4-turbo,2026-01-13
1251,knowledge,47.08,claude-3-opus,2026-01-13
1252,knowledge,24.09,gpt-3.5-turbo,2026-01-13
1253,knowledge,79.98,gpt-4,2026-01-13
1254,knowledge,42.54,claude-3-opus,2026-01-13
1255,knowledge,100.0,gpt-3.5-turbo,2026-01-13
1256,knowledge,58.11,gpt-4-turbo,2026-01-13
1257,knowledge,69.11,gpt-4-turbo,2026-01-13
1258,knowledge,40.41,gpt-3.5-turbo,2026-01-13
1259,knowledge,62.12,gpt-4,2026-01-13
1260,knowledge,26.46,gpt-3.5-turbo,2026-01-13
1261,knowledge,73.14,gpt-4,2026-01-13
1262,knowledge,61.23,gpt-4-turbo,2026-01-13
1263,code,60.04,gpt-3.5-turbo,2026-01-13
1264,code,64.18,claude-3-opus,2026-01-13
1265,code,19.5,gpt-4-turbo,2026-01-13
1266,code,79.35,claude-3-opus,2026-01-13
1267,code,37.64,gpt-3.5-turbo,2026-01-13
1268,code,79.4,gpt-4-turbo,2026-01-13
1269,code,66.54,gpt-3.5-turbo,2026-01-13
1270,code,53.45,gpt-3.5-turbo,2026-01-13
1271,code,16.32,gpt-4-turbo,2026-01-13
1272,code,31.32,gpt-4,2026-01-13
1273,code,64.3,gpt-3.5-turbo,2026-01-13
1274,code,24.36,gpt-3.5-turbo,2026-01-13
1275,code,66.02,claude-3-opus,2026-01-13
1276,instruction_following,37.34,gpt-4,2026-01-13
1277,instruction_following,73.93,gpt-4-turbo,2026-01-13
1278,instruction_following,50.63,gpt-4-turbo,2026-01-13
1279,instruction_following,85.86,gpt-4,2026-01-13
1280,instruction_following,81.67,gpt-3.5-turbo,2026-01-13
1281,instruction_following,80.66,gpt-4-turbo,2026-01-13
1282,instruction_following,35.86,gpt-4,2026-01-13
1283,instruction_following,58.45,gpt-4,2026-01-13
1284,instruction_following,88.33,claude-3-opus,2026-01-13
1285,instruction_following,78.54,gpt-3.5-turbo,2026-01-13
1286,instruction_following,66.18,gpt-3.5-turbo,2026-01-13
1287,instruction_following,81.62,claude-3-opus,2026-01-13
1288,instruction_following,63.34,gpt-4,2026-01-13
1289,instruction_following,43.59,gpt-3.5-turbo,2026-01-13
1290,instruction_following,86.48,gpt-4-turbo,2026-01-13
1291,tool_calling,24.51,claude-3-opus,2026-01-13
1292,tool_calling,58.87,gpt-4,2026-01-13
1293,tool_calling,29.17,gpt-4,2026-01-13
1294,tool_calling,88.57,claude-3-opus,2026-01-13
1295,tool_calling,44.94,gpt-4-turbo,2026-01-13
1296,tool_calling,49.96,gpt-4-turbo,2026-01-13
1297,tool_calling,53.13,claude-3-opus,2026-01-13
1298,tool_calling,60.38,gpt-3.5-turbo,2026-01-13
1299,tool_calling,71.16,gpt-3.5-turbo,2026-01-13
1300,reasoning,66.29,gpt-4-turbo,2026-01-14
1301,reasoning,25.23,gpt-4,2026-01-14
1302,reasoning,83.67,gpt-3.5-turbo,2026-01-14
1303,reasoning,62.59,claude-3-opus,2026-01-14
1304,reasoning,48.49,gpt-3.5-turbo,2026-01-14
1305,reasoning,57.88,gpt-4,2026-01-14
1306,reasoning,39.45,gpt-4,2026-01-14
1307,reasoning,24.54,gpt-4-turbo,2026-01-14
1308,reasoning,61.08,gpt-4,2026-01-14
1309,knowledge,56.68,claude-3-opus,2026-01-14
1310,knowledge,71.86,gpt-4-turbo,2026-01-14
1311,knowledge,86.27,gpt-4,2026-01-14
1312,knowledge,80.78,gpt-4,2026-01-14
1313,knowledge,83.99,gpt-4,2026-01-14
1314,knowledge,56.19,gpt-4,2026-01-14
1315,knowledge,60.43,gpt-4,2026-01-14
1316,knowledge,42.55,gpt-4,2026-01-14
1317,knowledge,62.49,gpt-4-turbo,2026-01-14
1318,knowledge,58.26,claude-3-opus,2026-01-14
1319,code,36.72,gpt-4,2026-01-14
1320,code,21.28,gpt-3.5-turbo,2026-01-14
1321,code,58.24,gpt-4-turbo,2026-01-14
1322,code,70.33,gpt-3.5-turbo,2026-01-14
1323,code,21.13,claude-3-opus,2026-01-14
1324,code,26.09,gpt-4-turbo,2026-01-14
1325,code,44.59,claude-3-opus,2026-01-14
1326,code,59.04,gpt-4,2026-01-14
1327,code,38.12,gpt-3.5-turbo,2026-01-14
1328,code,52.15,claude-3-opus,2026-01-14
1329,code,69.83,gpt-4,2026-01-14
1330,instruction_following,69.56,claude-3-opus,2026-01-14
1331,instruction_following,67.66,gpt-4-turbo,2026-01-14
1332,instruction_following,80.05,gpt-3.5-turbo,2026-01-14
1333,instruction_following,97.64,gpt-3.5-turbo,2026-01-14
1334,instruction_following,93.57,gpt-3.5-turbo,2026-01-14
1335,instruction_following,72.9,gpt-4-turbo,2026-01-14
1336,instruction_following,61.15,claude-3-opus,2026-01-14
1337,instruction_following,55.78,gpt-4,2026-01-14
1338,instruction_following,64.15,claude-3-opus,2026-01-14
1339,instruction_following,92.84,gpt-3.5-turbo,2026-01-14
1340,instruction_following,50.7,claude-3-opus,2026-01-14
1341,instruction_following,89.89,gpt-4,2026-01-14
1342,tool_calling,45.52,gpt-4-turbo,2026-01-14
1343,tool_calling,43.46,claude-3-opus,2026-01-14
1344,tool_calling,9.06,gpt-4-turbo,2026-01-14
1345,tool_calling,51.49,gpt-3.5-turbo,2026-01-14
1346,tool_calling,13.56,claude-3-opus,2026-01-14
1347,tool_calling,36.97,gpt-4,2026-01-14
1348,tool_calling,74.58,gpt-4,2026-01-14
1349,tool_calling,56.47,gpt-4,2026-01-14
1350,tool_calling,44.94,gpt-3.5-turbo,2026-01-14
1351,tool_calling,75.58,gpt-3.5-turbo,2026-01-14
1352,tool_calling,35.29,gpt-4,2026-01-14
1353,tool_calling,81.55,claude-3-opus,2026-01-14
1354,reasoning,47.59,claude-3-opus,2026-01-15
1355,reasoning,45.52,claude-3-opus,2026-01-15
1356,reasoning,22.87,gpt-4,2026-01-15
1357,reasoning,27.96,gpt-4,2026-01-15
1358,reasoning,40.44,gpt-4,2026-01-15
1359,knowledge,55.94,gpt-4-turbo,2026-01-15
1360,knowledge,63.01,gpt-4,2026-01-15
1361,knowledge,73.14,gpt-4,2026-01-15
1362,knowledge,67.86,gpt-3.5-turbo,2026-01-15
1363,knowledge,39.6,gpt-4,2026-01-15
1364,code,21.47,gpt-4-turbo,2026-01-15
1365,code,77.8,gpt-4-turbo,2026-01-15
1366,code,35.9,claude-3-opus,2026-01-15
1367,code,26.72,gpt-4-turbo,2026-01-15
1368,code,42.51,gpt-4-turbo,2026-01-15
1369,code,74.38,gpt-4,2026-01-15
1370,code,23.86,gpt-4-turbo,2026-01-15
1371,code,71.76,claude-3-opus,2026-01-15
1372,code,23.88,gpt-4-turbo,2026-01-15
1373,code,15.07,gpt-4-turbo,2026-01-15
1374,code,4.69,gpt-3.5-turbo,2026-01-15
1375,code,32.35,gpt-4-turbo,2026-01-15
1376,code,50.73,gpt-4,2026-01-15
1377,instruction_following,67.16,gpt-4-turbo,2026-01-15
1378,instruction_following,85.44,gpt-3.5-turbo,2026-01-15
1379,instruction_following,85.73,gpt-4,2026-01-15
1380,instruction_following,67.15,gpt-4-turbo,2026-01-15
1381,instruction_following,35.79,claude-3-opus,2026-01-15
1382,instruction_following,98.69,gpt-3.5-turbo,2026-01-15
1383,instruction_following,41.74,gpt-4-turbo,2026-01-15
1384,instruction_following,97.76,gpt-4,2026-01-15
1385,instruction_following,75.56,gpt-4-turbo,2026-01-15
1386,instruction_following,93.21,gpt-4,2026-01-15
1387,instruction_following,100.0,gpt-4-turbo,2026-01-15
1388,instruction_following,99.02,gpt-3.5-turbo,2026-01-15
1389,instruction_following,48.16,gpt-4-turbo,2026-01-15
1390,tool_calling,29.35,gpt-4-turbo,2026-01-15
1391,tool_calling,16.88,gpt-4,2026-01-15
1392,tool_calling,35.92,gpt-3.5-turbo,2026-01-15
1393,tool_calling,21.37,claude-3-opus,2026-01-15
1394,tool_calling,48.89,gpt-4,2026-01-15
1395,tool_calling,33.21,gpt-3.5-turbo,2026-01-15
1396,reasoning,53.06,gpt-4-turbo,2026-01-16
1397,reasoning,26.67,gpt-4-turbo,2026-01-16
1398,reasoning,51.86,gpt-4,2026-01-16
1399,reasoning,60.22,claude-3-opus,2026-01-16
1400,reasoning,48.36,gpt-4,2026-01-16
1401,reasoning,90.09,claude-3-opus,2026-01-16
1402,reasoning,31.44,gpt-3.5-turbo,2026-01-16
1403,reasoning,54.8,gpt-3.5-turbo,2026-01-16
1404,reasoning,39.93,gpt-4-turbo,2026-01-16
1405,reasoning,63.95,gpt-3.5-turbo,2026-01-16
1406,knowledge,43.51,claude-3-opus,2026-01-16
1407,knowledge,80.45,gpt-4,2026-01-16
1408,knowledge,76.16,gpt-4,2026-01-16
1409,knowledge,83.01,gpt-4-turbo,2026-01-16
1410,knowledge,69.98,claude-3-opus,2026-01-16
1411,knowledge,54.38,gpt-3.5-turbo,2026-01-16
1412,knowledge,46.71,claude-3-opus,2026-01-16
1413,knowledge,79.43,gpt-4-turbo,2026-01-16
1414,knowledge,51.33,gpt-3.5-turbo,2026-01-16
1415,knowledge,43.34,gpt-4-turbo,2026-01-16
1416,knowledge,24.66,gpt-3.5-turbo,2026-01-16
1417,code,48.75,claude-3-opus,2026-01-16
1418,code,49.13,gpt-3.5-turbo,2026-01-16
1419,code,70.47,gpt-4,2026-01-16
1420,code,62.39,gpt-3.5-turbo,2026-01-16
1421,code,47.52,gpt-3.5-turbo,2026-01-16
1422,code,56.08,gpt-4,2026-01-16
1423,code,58.52,gpt-4-turbo,2026-01-16
1424,code,24.49,gpt-4-turbo,2026-01-16
1425,code,74.73,gpt-4,2026-01-16
1426,code,51.3,gpt-4,2026-01-16
1427,code,65.82,claude-3-opus,2026-01-16
1428,code,32.31,gpt-4,2026-01-16
1429,code,27.97,gpt-4-turbo,2026-01-16
1430,instruction_following,78.8,gpt-4-turbo,2026-01-16
1431,instruction_following,85.8,claude-3-opus,2026-01-16
1432,instruction_following,72.9,claude-3-opus,2026-01-16
1433,instruction_following,100.0,gpt-3.5-turbo,2026-01-16
1434,instruction_following,71.49,gpt-3.5-turbo,2026-01-16
1435,instruction_following,91.53,claude-3-opus,2026-01-16
1436,instruction_following,90.83,claude-3-opus,2026-01-16
1437,instruction_following,86.71,claude-3-opus,2026-01-16
1438,instruction_following,67.85,claude-3-opus,2026-01-16
1439,instruction_following,93.33,gpt-4,2026-01-16
1440,instruction_following,44.33,gpt-3.5-turbo,2026-01-16
1441,tool_calling,33.44,gpt-4-turbo,2026-01-16
1442,tool_calling,30.18,gpt-3.5-turbo,2026-01-16
1443,tool_calling,62.53,claude-3-opus,2026-01-16
1444,tool_calling,28.48,gpt-4,2026-01-16
1445,tool_calling,50.31,gpt-4,2026-01-16
1446,tool_calling,48.36,claude-3-opus,2026-01-16
1447,tool_calling,40.22,gpt-4,2026-01-16
1448,reasoning,28.66,gpt-4,2026-01-17
1449,reasoning,51.35,gpt-4,2026-01-17
1450,reasoning,46.5,gpt-4,2026-01-17
1451,reasoning,66.24,gpt-4,2026-01-17
1452,reasoning,27.32,claude-3-opus,2026-01-17
1453,reasoning,31.68,gpt-4-turbo,2026-01-17
1454,reasoning,53.85,gpt-3.5-turbo,2026-01-17
1455,reasoning,53.77,gpt-4,2026-01-17
1456,knowledge,66.43,gpt-4-turbo,2026-01-17
1457,knowledge,84.09,gpt-4-turbo,2026-01-17
1458,knowledge,87.65,claude-3-opus,2026-01-17
1459,knowledge,64.23,gpt-4,2026-01-17
1460,knowledge,35.45,claude-3-opus,2026-01-17
1461,knowledge,92.88,claude-3-opus,2026-01-17
1462,knowledge,38.99,gpt-4,2026-01-17
1463,code,67.56,gpt-4,2026-01-17
1464,code,43.81,gpt-4-turbo,2026-01-17
1465,code,55.99,gpt-3.5-turbo,2026-01-17
1466,code,37.94,claude-3-opus,2026-01-17
1467,code,38.66,gpt-3.5-turbo,2026-01-17
1468,code,18.12,claude-3-opus,2026-01-17
1469,code,66.55,gpt-4-turbo,2026-01-17
1470,code,74.51,claude-3-opus,2026-01-17
1471,code,55.17,gpt-4-turbo,2026-01-17
1472,instruction_following,90.78,claude-3-opus,2026-01-17
1473,instruction_following,83.89,gpt-4-turbo,2026-01-17
1474,instruction_following,78.99,claude-3-opus,2026-01-17
1475,instruction_following,77.4,gpt-4,2026-01-17
1476,instruction_following,66.81,gpt-3.5-turbo,2026-01-17
1477,instruction_following,85.71,claude-3-opus,2026-01-17
1478,instruction_following,46.77,gpt-4,2026-01-17
1479,instruction_following,81.49,gpt-4-turbo,2026-01-17
1480,instruction_following,69.32,gpt-3.5-turbo,2026-01-17
1481,instruction_following,39.55,gpt-4,2026-01-17
1482,instruction_following,89.37,gpt-4-turbo,2026-01-17
1483,instruction_following,64.14,gpt-4,2026-01-17
1484,tool_calling,62.36,gpt-3.5-turbo,2026-01-17
1485,tool_calling,36.69,gpt-4-turbo,2026-01-17
1486,tool_calling,23.79,gpt-3.5-turbo,2026-01-17
1487,tool_calling,29.2,claude-3-opus,2026-01-17
1488,tool_calling,19.6,claude-3-opus,2026-01-17
1489,reasoning,23.23,claude-3-opus,2026-01-18
1490,reasoning,40.39,gpt-4,2026-01-18
1491,reasoning,30.61,gpt-4-turbo,2026-01-18
1492,reasoning,63.76,claude-3-opus,2026-01-18
1493,reasoning,66.14,gpt-4,2026-01-18
1494,reasoning,39.25,gpt-4-turbo,2026-01-18
1495,reasoning,77.97,gpt-4-turbo,2026-01-18
1496,reasoning,39.27,gpt-3.5-turbo,2026-01-18
1497,knowledge,47.25,gpt-4,2026-01-18
1498,knowledge,77.35,gpt-4,2026-01-18
1499,knowledge,40.66,gpt-3.5-turbo,2026-01-18
1500,knowledge,42.56,claude-3-opus,2026-01-18
1501,knowledge,60.51,gpt-4,2026-01-18
1502,knowledge,77.92,claude-3-opus,2026-01-18
1503,knowledge,83.31,gpt-4,2026-01-18
1504,knowledge,83.74,gpt-4,2026-01-18
1505,knowledge,91.23,gpt-4-turbo,2026-01-18
1506,knowledge,39.72,gpt-3.5-turbo,2026-01-18
1507,knowledge,91.4,gpt-4,2026-01-18
1508,knowledge,55.87,gpt-4,2026-01-18
1509,knowledge,87.62,claude-3-opus,2026-01-18
1510,code,49.33,claude-3-opus,2026-01-18
1511,code,60.01,gpt-4-turbo,2026-01-18
1512,code,70.91,gpt-4,2026-01-18
1513,code,57.86,claude-3-opus,2026-01-18
1514,code,75.69,claude-3-opus,2026-01-18
1515,code,21.67,gpt-3.5-turbo,2026-01-18
1516,code,42.37,claude-3-opus,2026-01-18
1517,code,35.54,gpt-4,2026-01-18
1518,instruction_following,73.68,gpt-4-turbo,2026-01-18
1519,instruction_following,67.54,gpt-3.5-turbo,2026-01-18
1520,instruction_following,85.1,gpt-4,2026-01-18
1521,instruction_following,66.69,gpt-4,2026-01-18
1522,instruction_following,66.44,claude-3-opus,2026-01-18
1523,instruction_following,62.13,claude-3-opus,2026-01-18
1524,instruction_following,54.73,gpt-4,2026-01-18
1525,tool_calling,29.22,gpt-4-turbo,2026-01-18
1526,tool_calling,67.12,gpt-4,2026-01-18
1527,tool_calling,65.44,claude-3-opus,2026-01-18
1528,tool_calling,81.01,gpt-4-turbo,2026-01-18
1529,tool_calling,36.55,claude-3-opus,2026-01-18
1530,tool_calling,44.29,gpt-4-turbo,2026-01-18
1531,tool_calling,17.81,claude-3-opus,2026-01-18
1532,tool_calling,38.03,gpt-3.5-turbo,2026-01-18
1533,tool_calling,42.25,gpt-4,2026-01-18
1534,tool_calling,77.68,gpt-3.5-turbo,2026-01-18
1535,tool_calling,46.89,gpt-4,2026-01-18
1536,tool_calling,54.77,claude-3-opus,2026-01-18
1537,tool_calling,26.0,gpt-3.5-turbo,2026-01-18
1538,reasoning,77.07,claude-3-opus,2026-01-19
1539,reasoning,39.71,gpt-4,2026-01-19
1540,reasoning,45.46,gpt-4-turbo,2026-01-19
1541,reasoning,0.0,gpt-3.5-turbo,2026-01-19
1542,reasoning,13.57,gpt-4,2026-01-19
1543,reasoning,32.49,claude-3-opus,2026-01-19
1544,reasoning,64.82,gpt-4,2026-01-19
1545,reasoning,89.35,gpt-4-turbo,2026-01-19
1546,knowledge,55.09,gpt-3.5-turbo,2026-01-19
1547,knowledge,71.57,gpt-4,2026-01-19
1548,knowledge,71.88,gpt-4-turbo,2026-01-19
1549,knowledge,76.09,gpt-3.5-turbo,2026-01-19
1550,knowledge,86.57,gpt-3.5-turbo,2026-01-19
1551,knowledge,37.86,gpt-3.5-turbo,2026-01-19
1552,knowledge,43.85,gpt-3.5-turbo,2026-01-19
1553,knowledge,89.86,gpt-4,2026-01-19
1554,code,55.14,gpt-4,2026-01-19
1555,code,52.28,claude-3-opus,2026-01-19
1556,code,6.37,gpt-3.5-turbo,2026-01-19
1557,code,39.21,gpt-3.5-turbo,2026-01-19
1558,code,43.58,gpt-4,2026-01-19
1559,code,36.44,claude-3-opus,2026-01-19
1560,instruction_following,52.29,gpt-3.5-turbo,2026-01-19
1561,instruction_following,74.22,gpt-4,2026-01-19
1562,instruction_following,35.97,gpt-4-turbo,2026-01-19
1563,instruction_following,68.67,gpt-3.5-turbo,2026-01-19
1564,instruction_following,57.33,gpt-3.5-turbo,2026-01-19
1565,instruction_following,59.17,gpt-3.5-turbo,2026-01-19
1566,instruction_following,38.95,claude-3-opus,2026-01-19
1567,instruction_following,100.0,gpt-3.5-turbo,2026-01-19
1568,instruction_following,67.0,claude-3-opus,2026-01-19
1569,instruction_following,95.38,gpt-4,2026-01-19
1570,instruction_following,45.85,gpt-4-turbo,2026-01-19
1571,instruction_following,92.53,gpt-4,2026-01-19
1572,tool_calling,60.43,gpt-3.5-turbo,2026-01-19
1573,tool_calling,54.28,gpt-3.5-turbo,2026-01-19
1574,tool_calling,82.81,gpt-4,2026-01-19
1575,tool_calling,66.04,claude-3-opus,2026-01-19
1576,tool_calling,57.46,gpt-4,2026-01-19
1577,tool_calling,58.37,gpt-4-turbo,2026-01-19
